cik,tier,severity,signal,event_date,as_of_date,source_form,source_accession,noisy
1001233,stress,2,listing_rule_failure,2025-10-29,2025-10-29,8-K,0001001233-25-000015,0
1001233,stress,2,listing_rule_failure,2026-04-29,2026-04-29,8-K,0001628280-26-028128,0
1001233,default,4,chapter11_petition,2026-06-23,2026-06-23,8-K,0001193125-26-278582,0
1001233,early_warning,1,exit_or_disposal_costs,2026-06-23,2026-06-23,8-K,0001193125-26-278582,1
1001233,early_warning,1,auditor_change,2026-07-01,2026-07-01,8-K,0001193125-26-292501,1
1001233,stress,2,listing_rule_failure,2026-07-20,2026-07-20,8-K,0001193125-26-309012,0
1001838,early_warning,1,late_annual_report,2022-03-02,2022-03-02,NT 10-K,0001104659-22-028871,0
1008654,early_warning,1,late_annual_report,2016-02-24,2016-02-24,NT 10-K,0001008654-16-000033,0
1008654,early_warning,1,exit_or_disposal_costs,2017-07-26,2017-07-26,8-K,0001008654-17-000024,1
1008654,early_warning,1,late_annual_report,2020-02-27,2020-02-27,NT 10-K,0001008654-20-000011,0
1008654,stress,2,restatement_non_reliance,2023-03-16,2023-03-16,8-K,0001008654-23-000022,0
1008654,early_warning,1,late_annual_report,2023-03-16,2023-03-16,NT 10-K,0001008654-23-000024,0
1008654,stress,2,listing_rule_failure,2023-04-07,2023-04-07,8-K,0001008654-23-000027,0
1008654,early_warning,1,late_quarterly_report,2023-05-08,2023-05-08,NT 10-Q,0001008654-23-000037,0
1008654,stress,2,listing_rule_failure,2023-06-07,2023-06-07,8-K,0001008654-23-000054,0
1008654,early_warning,1,late_quarterly_report,2023-08-03,2023-08-03,NT 10-Q,0001008654-23-000060,0
1008654,early_warning,1,auditor_change,2023-10-27,2023-10-27,8-K,0001008654-23-000087,1
1008654,early_warning,1,late_quarterly_report,2023-11-09,2023-11-09,NT 10-Q,0001008654-23-000091,0
1008654,stress,2,listing_rule_failure,2024-01-11,2024-01-11,8-K,0001008654-24-000003,0
1008654,early_warning,1,auditor_change,2024-01-29,2024-01-29,8-K,0001008654-24-000009,1
1008654,early_warning,1,late_annual_report,2024-03-29,2024-03-29,NT 10-K,0001008654-24-000036,0
1008654,stress,2,listing_rule_failure,2024-04-19,2024-04-19,8-K,0001008654-24-000040,0
1008654,early_warning,1,late_quarterly_report,2024-05-10,2024-05-10,NT 10-Q,0001008654-24-000043,0
1008654,early_warning,1,late_quarterly_report,2024-08-14,2024-08-14,NT 10-Q,0001008654-24-000064,0
1008654,default,4,chapter11_petition,2024-09-17,2024-09-18,8-K,0001008654-24-000068,0
1008654,near_default,3,debt_acceleration,2024-09-18,2024-09-18,8-K,0001008654-24-000068,0
1008654,stress,2,listing_rule_failure,2024-09-23,2024-09-23,8-K,0001008654-24-000073,0
1008654,near_default,3,delisting_by_exchange,2024-10-04,2024-10-04,25-NSE,0000876661-24-000918,0
1008848,early_warning,1,exit_or_disposal_costs,2017-04-06,2017-04-06,8-K,0001564590-17-006156,1
1008848,early_warning,1,exit_or_disposal_costs,2018-01-19,2018-01-19,8-K/A,0001564590-18-000621,1
1008848,early_warning,1,exit_or_disposal_costs,2019-10-23,2019-10-23,8-K,0001564590-19-037557,1
1008848,stress,2,listing_rule_failure,2020-07-24,2020-07-24,8-K,0001564590-20-033398,0
1008848,early_warning,1,exit_or_disposal_costs,2021-01-13,2021-01-13,8-K,0001193125-21-007731,1
1008848,early_warning,1,exit_or_disposal_costs,2021-09-09,2021-09-09,8-K,0001564590-21-047412,1
1008848,stress,2,listing_rule_failure,2022-06-24,2022-06-24,8-K,0001564590-22-024126,0
1008848,stress,2,listing_rule_failure,2022-12-21,2022-12-21,8-K,0001193125-22-309544,0
1008848,stress,2,listing_rule_failure,2023-02-15,2023-02-15,8-K,0001193125-23-039919,0
1008848,default,4,chapter11_petition,2024-04-01,2024-04-02,8-K,0000950170-24-039674,0
1008848,near_default,3,debt_acceleration,2024-04-02,2024-04-02,8-K,0000950170-24-039674,0
1008848,stress,2,listing_rule_failure,2024-04-04,2024-04-04,8-K,0000950170-24-041350,0
1008848,stress,2,listing_rule_failure,2024-04-17,2024-04-17,8-K,0000950170-24-044938,0
1008848,near_default,3,delisting_by_exchange,2024-04-25,2024-04-25,25-NSE,0001354457-24-000306,0
1008848,stress,2,listing_rule_failure,2024-04-26,2024-04-26,8-K,0000950170-24-048583,0
1009759,stress,2,listing_rule_failure,2015-06-19,2015-06-19,8-K,0001104659-15-046441,0
1009759,early_warning,1,auditor_change,2016-12-07,2016-12-07,8-K,0001171843-16-013534,1
1009759,stress,2,listing_rule_failure,2016-12-16,2016-12-16,8-K,0001171843-16-013681,0
1009759,stress,2,listing_rule_failure,2017-06-14,2017-06-14,8-K,0001171843-17-003640,0
1009759,stress,2,listing_rule_failure,2017-10-26,2017-10-26,8-K,0001171843-17-006334,0
1009759,stress,2,listing_rule_failure,2017-12-22,2017-12-22,8-K,0001558370-17-009442,0
1009759,stress,2,listing_rule_failure,2018-04-04,2018-04-04,8-K,0001171843-18-002532,0
1009759,stress,2,listing_rule_failure,2018-11-29,2018-11-29,8-K,0001558370-18-009504,0
1009759,stress,2,listing_rule_failure,2019-05-24,2019-05-24,8-K,0001558370-19-005306,0
1009759,early_warning,1,late_annual_report,2022-06-29,2022-06-29,NT 10-K,0001558370-22-010446,0
1009759,stress,2,listing_rule_failure,2023-03-31,2023-03-31,8-K,0001558370-23-005275,0
1009759,early_warning,1,late_annual_report,2023-06-30,2023-06-30,NT 10-K,0001558370-23-011656,0
1009759,early_warning,1,late_quarterly_report,2023-08-15,2023-08-15,NT 10-Q,0001558370-23-014999,0
1009759,stress,2,listing_rule_failure,2023-08-18,2023-08-18,8-K,0001558370-23-015108,0
1009759,stress,2,listing_rule_failure,2023-09-15,2023-09-15,8-K,0001558370-23-015767,0
1009759,stress,2,restatement_non_reliance,2023-09-22,2023-09-22,8-K,0001558370-23-015948,0
1009759,default,4,chapter11_petition,2023-09-28,2023-09-28,8-K,0001558370-23-016108,0
1009759,stress,2,listing_rule_failure,2023-09-28,2023-09-28,8-K,0001558370-23-016108,0
1009759,near_default,3,delisting_by_exchange,2023-10-12,2023-10-12,25-NSE,0001354457-23-000753,0
1009759,early_warning,1,late_quarterly_report,2023-11-15,2023-11-15,NT 10-Q,0001558370-23-019113,0
1009759,early_warning,1,late_annual_report,2024-07-01,2024-07-01,NT 10-K,0001558370-24-009641,0
1009759,early_warning,1,late_quarterly_report,2024-08-14,2024-08-14,NT 10-Q,0001558370-24-012260,0
1009759,early_warning,1,auditor_change,2025-02-07,2025-02-07,8-K,0001558370-25-000719,1
1009759,early_warning,1,auditor_change,2025-03-17,2025-03-17,8-K/A,0001009759-25-000010,1
1019849,early_warning,1,auditor_change,2015-12-24,2015-12-24,8-K,0001299933-15-001848,1
1019849,early_warning,1,auditor_change,2017-05-15,2017-05-15,8-K,0001299933-17-000489,1
1021096,early_warning,1,auditor_change,2015-02-26,2015-02-26,8-K,0001117768-15-000108,1
1021096,early_warning,1,late_annual_report,2015-03-31,2015-03-31,NT 10-K,0001117768-15-000226,0
1021096,early_warning,1,late_quarterly_report,2015-05-18,2015-05-18,NT 10-Q,0001117768-15-000398,0
1021096,early_warning,1,auditor_change,2015-06-26,2015-06-26,8-K,0001117768-15-000475,1
1021096,early_warning,1,late_annual_report,2016-03-30,2016-03-30,NT 10-K,0001117768-16-001034,0
1021096,near_default,3,debt_acceleration,2016-05-03,2016-05-03,8-K,0001117768-16-001107,0
1021096,near_default,3,debt_acceleration,2016-07-12,2016-07-12,8-K,0001117768-16-001267,0
1021096,early_warning,1,late_annual_report,2021-09-29,2021-09-29,NT 10-K,0001477932-21-006829,0
1021096,early_warning,1,late_quarterly_report,2022-05-17,2022-05-17,NT 10-Q,0001477932-22-003553,0
1021096,stress,2,listing_rule_failure,2022-05-25,2022-05-25,8-K,0001477932-22-003901,0
1021096,stress,2,listing_rule_failure,2022-07-01,2022-07-01,8-K/A,0001477932-22-004828,0
1021096,stress,2,listing_rule_failure,2022-07-08,2022-07-08,8-K,0001628280-22-018743,0
1021096,near_default,3,debt_acceleration,2022-10-04,2022-10-04,8-K,0001628280-22-025985,0
1021096,stress,2,listing_rule_failure,2022-11-21,2022-11-21,8-K,0001628280-22-030582,0
1021096,stress,2,listing_rule_failure,2023-05-18,2023-05-18,8-K,0001628280-23-018843,0
1021096,stress,2,listing_rule_failure,2023-06-21,2023-06-21,8-K,0001628280-23-022894,0
1021096,early_warning,1,late_quarterly_report,2023-08-15,2023-08-15,NT 10-Q,0001628280-23-029586,0
1021096,stress,2,listing_rule_failure,2023-08-24,2023-08-24,8-K,0001628280-23-030468,0
1021096,stress,2,listing_rule_failure,2023-10-31,2023-10-31,8-K,0001628280-23-035714,0
1021096,early_warning,1,late_quarterly_report,2023-11-14,2023-11-14,NT 10-Q,0001628280-23-038945,0
1021096,stress,2,listing_rule_failure,2023-11-20,2023-11-20,8-K,0001628280-23-039638,0
1021096,default,4,chapter11_petition,2023-12-07,2023-12-07,8-K,0001628280-23-040998,0
1021096,near_default,3,debt_acceleration,2023-12-07,2023-12-07,8-K,0001628280-23-040998,0
1021096,stress,2,listing_rule_failure,2023-12-07,2023-12-07,8-K,0001628280-23-041088,0
1021096,near_default,3,delisting_by_exchange,2023-12-27,2023-12-27,25-NSE,0001354457-23-001005,0
1022079,early_warning,1,exit_or_disposal_costs,2015-01-29,2015-01-29,8-K,0001022079-15-000005,1
1036848,near_default,3,debt_acceleration,2020-03-20,2020-03-20,8-K,0001654954-20-002932,0
1036848,stress,2,listing_rule_failure,2020-09-16,2020-09-16,8-K,0001654954-20-010154,0
1036848,stress,2,listing_rule_failure,2020-12-28,2020-12-28,8-K,0001654954-20-013899,0
1036848,default,4,chapter11_petition,2021-03-29,2021-03-30,8-K,0001654954-21-003441,0
1036848,near_default,3,debt_acceleration,2021-03-30,2021-03-30,8-K,0001654954-21-003441,0
1036848,early_warning,1,late_annual_report,2021-04-01,2021-04-01,NT 10-K,0001654954-21-003676,0
1036848,early_warning,1,late_quarterly_report,2021-05-17,2021-05-17,NT 10-Q,0001654954-21-005743,0
1036848,stress,2,listing_rule_failure,2021-06-03,2021-06-03,8-K,0001654954-21-006540,0
1036848,early_warning,1,late_quarterly_report,2021-08-17,2021-08-17,NT 10-Q,0001654954-21-009121,0
1036848,early_warning,1,auditor_change,2021-09-29,2021-09-29,8-K,0001654954-21-010508,1
1036848,early_warning,1,auditor_change,2021-10-25,2021-10-25,8-K,0001213900-21-054434,1
1036848,early_warning,1,late_quarterly_report,2021-11-15,2021-11-15,NT 10-Q,0001213900-21-059328,0
1036848,early_warning,1,late_quarterly_report,2022-08-16,2022-08-16,NT 10-Q,0001213900-22-048694,0
1043219,near_default,3,delisting_by_exchange,2017-08-28,2017-08-28,25-NSE,0000876661-17-000478,0
1043219,near_default,3,delisting_by_exchange,2018-02-08,2018-02-08,25-NSE,0000876661-18-000119,0
1043219,near_default,3,delisting_by_exchange,2019-05-31,2019-05-31,25-NSE,0000876661-19-000519,0
1043219,near_default,3,delisting_by_exchange,2019-07-22,2019-07-22,25-NSE,0000876661-19-000768,0
1043219,near_default,3,delisting_by_exchange,2020-12-23,2020-12-23,25-NSE,0000876661-20-001263,0
1045609,near_default,3,delisting_by_exchange,2017-10-19,2017-10-19,25-NSE,0000876661-17-000633,0
1045609,near_default,3,delisting_by_exchange,2019-09-30,2019-09-30,25-NSE,0000876661-19-001014,0
1045609,near_default,3,delisting_by_exchange,2020-01-06,2020-01-06,25-NSE,0000876661-20-000008,0
1045609,near_default,3,delisting_by_exchange,2020-03-05,2020-03-05,25-NSE,0000876661-20-000179,0
1045609,near_default,3,delisting_by_exchange,2020-12-30,2020-12-30,25-NSE,0000876661-20-001290,0
1045609,near_default,3,delisting_by_exchange,2021-03-05,2021-03-05,25-NSE,0000876661-21-000310,0
1045609,near_default,3,delisting_by_exchange,2026-01-09,2026-01-09,25-NSE,0000876661-26-000024,0
1048911,early_warning,1,exit_or_disposal_costs,2015-06-01,2015-06-01,8-K,0001193125-15-209371,1
1048911,early_warning,1,material_impairment,2015-06-01,2015-06-01,8-K,0001193125-15-209371,1
1048911,early_warning,1,material_impairment,2018-05-29,2018-05-29,8-K,0001193125-18-176815,1
1048911,early_warning,1,exit_or_disposal_costs,2019-01-18,2019-01-18,8-K,0001193125-19-012949,1
1048911,near_default,3,delisting_by_exchange,2019-04-12,2019-04-12,25-NSE,0000876661-19-000340,0
1048911,near_default,3,delisting_by_exchange,2019-08-21,2019-08-21,25-NSE,0000876661-19-000865,0
1048911,early_warning,1,material_impairment,2020-06-19,2020-06-19,8-K,0001193125-20-174218,1
1048911,early_warning,1,exit_or_disposal_costs,2021-01-19,2021-01-19,8-K,0001193125-21-010918,1
1048911,near_default,3,delisting_by_exchange,2021-05-05,2021-05-05,25-NSE,0000876661-21-000657,0
1048911,near_default,3,delisting_by_exchange,2021-05-20,2021-05-20,25-NSE,0000876661-21-000750,0
1048911,early_warning,1,exit_or_disposal_costs,2024-06-12,2024-06-12,8-K,0001193125-24-159578,1
1048911,near_default,3,delisting_by_exchange,2025-08-05,2025-08-05,25-NSE,0000876661-25-000573,0
1048911,early_warning,1,exit_or_disposal_costs,2026-01-29,2026-01-29,8-K,0001104659-26-007986,1
1048911,near_default,3,delisting_by_exchange,2026-05-28,2026-05-28,25-NSE,0000876661-26-000461,0
1058623,stress,2,listing_rule_failure,2015-11-05,2015-11-05,8-K,0001058623-15-000034,0
1058623,stress,2,listing_rule_failure,2017-03-27,2017-03-27,8-K,0001058623-17-000023,0
1058623,stress,2,listing_rule_failure,2017-04-07,2017-04-07,8-K,0001058623-17-000025,0
1058623,stress,2,listing_rule_failure,2017-09-08,2017-09-08,8-K,0001058623-17-000063,0
1058623,stress,2,listing_rule_failure,2017-10-06,2017-10-06,8-K,0001058623-17-000070,0
1058623,stress,2,listing_rule_failure,2017-11-21,2017-11-21,8-K,0001058623-17-000089,0
1058623,near_default,3,debt_acceleration,2017-11-30,2017-11-30,8-K,0001193125-17-356291,0
1058623,near_default,3,delisting_by_exchange,2018-01-25,2018-01-25,25-NSE,0001354457-18-000011,0
1058623,early_warning,1,late_quarterly_report,2018-08-14,2018-08-14,NT 10-Q,0001058623-18-000029,0
1058623,stress,2,listing_rule_failure,2024-12-20,2024-12-20,8-K,0001058623-24-000109,0
1058623,stress,2,listing_rule_failure,2025-03-07,2025-03-07,8-K,0001058623-25-000034,0
1058623,stress,2,listing_rule_failure,2025-04-23,2025-04-23,8-K,0001058623-25-000039,0
1058623,near_default,3,delisting_by_exchange,2025-07-21,2025-07-21,25-NSE,0001354457-25-000698,0
1058623,default,4,chapter11_petition,2026-03-04,2026-03-05,8-K,0001104659-26-023855,0
1058623,near_default,3,debt_acceleration,2026-03-05,2026-03-05,8-K,0001104659-26-023855,0
1058623,early_warning,1,late_annual_report,2026-03-31,2026-03-31,NT 10-K,0001058623-26-000008,0
1067837,early_warning,1,auditor_change,2020-03-13,2020-03-13,8-K,0001193125-20-072788,1
1067837,early_warning,1,exit_or_disposal_costs,2020-04-09,2020-04-09,8-K,0001193125-20-102721,1
1067837,near_default,3,delisting_by_exchange,2021-04-23,2021-04-23,25-NSE,0000876661-21-000591,0
1067837,stress,2,listing_rule_failure,2022-08-05,2022-08-05,8-K,0001193125-22-213176,0
1067837,stress,2,listing_rule_failure,2023-05-17,2023-05-17,8-K,0001193125-23-146495,0
1067837,stress,2,listing_rule_failure,2023-06-06,2023-06-06,8-K,0001193125-23-161604,0
1067837,near_default,3,delisting_by_exchange,2023-10-30,2023-10-30,25-NSE,0001143313-23-000125,0
1067837,stress,2,listing_rule_failure,2023-10-30,2023-10-30,8-K,0001193125-23-266190,0
1067837,default,4,chapter11_petition,2024-01-05,2024-01-08,8-K,0001193125-24-003834,0
1067837,near_default,3,debt_acceleration,2024-01-08,2024-01-08,8-K,0001193125-24-003834,0
1067983,near_default,3,delisting_by_exchange,2020-03-16,2020-03-16,25-NSE,0000876661-20-000222,0
1067983,near_default,3,delisting_by_exchange,2021-01-19,2021-01-19,25-NSE,0000876661-21-000079,0
1067983,stress,2,listing_rule_failure,2022-02-18,2022-02-18,8-K,0001193125-22-046708,0
1067983,stress,2,listing_rule_failure,2022-10-04,2022-10-04,8-K,0001193125-22-257636,0
1067983,near_default,3,delisting_by_exchange,2023-01-17,2023-01-17,25-NSE,0000876661-23-000052,0
1067983,near_default,3,delisting_by_exchange,2023-03-16,2023-03-16,25-NSE,0000876661-23-000251,0
1067983,near_default,3,delisting_by_exchange,2024-03-15,2024-03-15,25-NSE,0000876661-24-000179,0
1067983,near_default,3,delisting_by_exchange,2025-03-12,2025-03-12,25-NSE,0000876661-25-000173,0
1069996,early_warning,1,auditor_change,2015-07-17,2015-07-17,8-K,0001140361-15-027823,1
1069996,early_warning,1,late_annual_report,2021-03-16,2021-03-16,NT 10-K,0001069996-21-000014,0
1069996,early_warning,1,late_annual_report,2022-03-16,2022-03-16,NT 10-K,0001069996-22-000009,0
1069996,stress,2,listing_rule_failure,2022-03-31,2022-03-31,8-K,0001069996-22-000015,0
1069996,stress,2,listing_rule_failure,2022-04-14,2022-04-14,8-K,0001069996-22-000017,0
1069996,early_warning,1,late_quarterly_report,2022-05-10,2022-05-10,NT 10-Q,0001069996-22-000043,0
1069996,stress,2,listing_rule_failure,2022-05-18,2022-05-18,8-K,0001069996-22-000049,0
1069996,stress,2,listing_rule_failure,2022-06-03,2022-06-03,8-K,0001069996-22-000066,0
1069996,early_warning,1,auditor_change,2022-07-28,2022-07-28,8-K,0001069996-22-000079,1
1069996,early_warning,1,late_quarterly_report,2022-08-10,2022-08-10,NT 10-Q,0001069996-22-000081,0
1069996,stress,2,listing_rule_failure,2022-08-19,2022-08-19,8-K,0001069996-22-000086,0
1069996,near_default,3,debt_acceleration,2022-09-21,2022-09-21,8-K,0001069996-22-000090,0
1069996,near_default,3,debt_acceleration,2022-09-23,2022-09-23,8-K,0001069996-22-000092,0
1069996,stress,2,listing_rule_failure,2022-10-26,2022-10-26,8-K/A,0001069996-22-000096,0
1069996,stress,2,listing_rule_failure,2022-10-26,2022-10-26,8-K,0001069996-22-000094,0
1069996,near_default,3,debt_acceleration,2022-11-04,2022-11-04,8-K,0001069996-22-000098,0
1069996,near_default,3,delisting_filed,2022-11-07,2022-11-07,25,0001069996-22-000100,0
1069996,default,4,chapter11_petition,2022-12-12,2022-12-12,8-K,0001069996-22-000102,0
1069996,early_warning,1,auditor_change,2023-02-16,2023-02-16,8-K/A,0001493152-23-005313,1
1075531,near_default,3,delisting_filed,2019-12-06,2019-12-06,25,0000950157-19-001388,0
1075531,early_warning,1,exit_or_disposal_costs,2020-08-04,2020-08-04,8-K,0001075531-20-000042,1
1075531,early_warning,1,exit_or_disposal_costs,2020-09-10,2020-09-10,8-K/A,0001075531-20-000054,1
1075531,early_warning,1,exit_or_disposal_costs,2020-10-15,2020-10-15,8-K/A,0001075531-20-000060,1
1075531,early_warning,1,exit_or_disposal_costs,2020-11-05,2020-11-05,8-K/A,0001075531-20-000072,1
1075531,early_warning,1,exit_or_disposal_costs,2021-01-27,2021-01-27,8-K/A,0001075531-21-000003,1
1075531,near_default,3,delisting_by_exchange,2022-03-09,2022-03-09,25-NSE,0001354457-22-000175,0
1075531,near_default,3,delisting_by_exchange,2022-11-23,2022-11-23,25-NSE,0001354457-22-000664,0
1075531,near_default,3,delisting_by_exchange,2024-09-20,2024-09-20,25-NSE,0001354457-24-000713,0
1075531,early_warning,1,exit_or_disposal_costs,2024-11-08,2024-11-08,8-K,0000950157-24-001497,1
1075531,early_warning,1,exit_or_disposal_costs,2024-12-10,2024-12-10,8-K/A,0001075531-24-000051,1
1075531,near_default,3,delisting_by_exchange,2025-03-07,2025-03-07,25-NSE,0001354457-25-000191,0
1078207,early_warning,1,auditor_change,2017-03-10,2017-03-10,8-K,0001078207-17-000011,1
1078207,early_warning,1,auditor_change,2021-03-03,2021-03-03,8-K,0001078207-21-000041,1
1078207,stress,2,listing_rule_failure,2023-09-27,2023-09-27,8-K,0001078207-23-000123,0
1078207,stress,2,listing_rule_failure,2023-12-01,2023-12-01,8-K,0001078207-23-000141,0
1078207,early_warning,1,late_quarterly_report,2024-02-14,2024-02-14,NT 10-Q,0001078207-24-000011,0
1078207,default,4,chapter11_petition,2024-03-04,2024-03-05,8-K,0001628280-24-008736,0
1078207,stress,2,listing_rule_failure,2024-03-06,2024-03-06,8-K,0001078207-24-000033,0
1078207,near_default,3,delisting_by_exchange,2024-03-15,2024-03-15,25-NSE,0000876661-24-000181,0
