cik,tier,severity,signal,event_date,as_of_date,source_form,source_accession,noisy
1326380,near_default,3,debt_acceleration,2020-11-10,2020-11-10,8-K,0001326380-20-000126,0
1326380,near_default,3,debt_acceleration,2021-04-13,2021-04-13,8-K,0001193125-21-114706,0
1326380,early_warning,1,auditor_change,2024-12-10,2024-12-10,8-K,0001326380-24-000168,1
1333835,early_warning,1,auditor_change,2020-08-27,2020-08-27,8-K,0001193125-20-233121,1
1333835,stress,2,listing_rule_failure,2023-09-29,2023-09-29,8-K,0001193125-23-247380,0
1333835,stress,2,listing_rule_failure,2024-04-02,2024-04-02,8-K,0001193125-24-084927,0
1333835,default,4,chapter11_petition,2024-04-03,2024-04-03,8-K,0001193125-24-085992,0
1333835,near_default,3,debt_acceleration,2024-04-03,2024-04-03,8-K,0001193125-24-085992,0
1333835,near_default,3,delisting_by_exchange,2024-04-25,2024-04-25,25-NSE,0001354457-24-000303,0
1341439,near_default,3,delisting_by_exchange,2021-01-11,2021-01-11,25-NSE,0000876661-21-000039,0
1341439,near_default,3,delisting_by_exchange,2025-07-10,2025-07-10,25-NSE,0000876661-25-000500,0
1346980,early_warning,1,exit_or_disposal_costs,2015-02-06,2015-02-06,8-K,0001346980-15-000004,1
1346980,near_default,3,debt_acceleration,2016-04-05,2016-04-05,8-K,0001564590-16-015902,0
1346980,near_default,3,debt_acceleration,2016-05-09,2016-05-09,8-K,0001564590-16-018643,0
1346980,stress,2,listing_rule_failure,2019-11-15,2019-11-15,8-K,0001193125-19-293511,0
1346980,stress,2,listing_rule_failure,2020-03-05,2020-03-05,8-K,0001346980-20-000026,0
1346980,near_default,3,debt_acceleration,2020-07-15,2020-07-15,8-K,0001193125-20-193387,0
1346980,near_default,3,debt_acceleration,2020-08-04,2020-08-04,8-K,0001193125-20-209344,0
1346980,early_warning,1,late_quarterly_report,2020-08-10,2020-08-10,NT 10-Q,0001193125-20-214930,0
1346980,default,4,chapter11_petition,2020-08-17,2020-08-17,8-K,0001193125-20-221605,0
1346980,near_default,3,debt_acceleration,2020-08-17,2020-08-17,8-K,0001193125-20-221605,0
1346980,stress,2,listing_rule_failure,2020-08-19,2020-08-19,8-K,0001193125-20-224691,0
1346980,near_default,3,delisting_by_exchange,2020-09-01,2020-09-01,25-NSE,0000876661-20-000729,0
1347652,early_warning,1,late_quarterly_report,2015-11-10,2015-11-10,NT 10-Q,0001347652-15-000013,0
1347652,early_warning,1,late_annual_report,2019-03-20,2019-03-20,NT 10-K,0001140361-19-005235,0
1347652,early_warning,1,material_impairment,2020-07-07,2020-07-07,8-K,0001347652-20-000066,1
1347652,stress,2,restatement_non_reliance,2023-03-07,2023-03-07,8-K,0001347652-23-000021,0
1347652,stress,2,restatement_non_reliance,2023-03-24,2023-03-24,8-K/A,0001347652-23-000029,0
1347652,stress,2,listing_rule_failure,2023-09-13,2023-09-13,8-K,0001347652-23-000070,0
1347652,stress,2,listing_rule_failure,2023-12-04,2023-12-04,8-K,0001347652-23-000083,0
1347652,near_default,3,debt_acceleration,2024-02-16,2024-02-16,8-K,0001347652-24-000011,0
1347652,default,4,chapter11_petition,2024-02-25,2024-02-26,8-K,0001347652-24-000017,0
1347652,near_default,3,debt_acceleration,2024-02-26,2024-02-26,8-K,0001347652-24-000017,0
1347652,stress,2,listing_rule_failure,2024-02-26,2024-02-26,8-K,0001347652-24-000017,0
1347652,near_default,3,delisting_by_exchange,2024-02-27,2024-02-27,25-NSE,0000876661-24-000114,0
1347652,early_warning,1,late_annual_report,2024-04-01,2024-04-01,NT 10-K,0001347652-24-000041,0
1347652,early_warning,1,material_impairment,2024-04-17,2024-04-17,8-K,0001347652-24-000044,1
1347652,early_warning,1,auditor_change,2024-05-10,2024-05-10,8-K,0001347652-24-000046,1
1353538,early_warning,1,late_quarterly_report,2015-11-16,2015-11-16,NT 10-Q,0001144204-15-065958,0
1353538,early_warning,1,late_quarterly_report,2016-02-16,2016-02-16,NT 10-Q,0001144204-16-082537,0
1353538,early_warning,1,late_annual_report,2016-06-30,2016-06-30,NT 10-K,0001144204-16-110684,0
1353538,early_warning,1,late_quarterly_report,2016-08-15,2016-08-15,NT 10-Q,0001144204-16-119375,0
1353538,early_warning,1,late_annual_report,2017-06-30,2017-06-30,NT 10-K,0001615774-17-003421,0
1353538,early_warning,1,late_quarterly_report,2017-11-14,2017-11-14,NT 10-Q,0001615774-17-006693,0
1353538,early_warning,1,late_quarterly_report,2019-02-14,2019-02-14,NT 10-Q,0001615774-19-002448,0
1353538,early_warning,1,late_annual_report,2019-07-01,2019-07-01,NT 10-K,0001213900-19-011811,0
1353538,early_warning,1,auditor_change,2021-10-15,2021-10-15,8-K,0001213900-21-052921,1
1353538,early_warning,1,exit_or_disposal_costs,2022-07-25,2022-07-25,8-K,0001213900-22-041296,1
1353538,stress,2,restatement_non_reliance,2022-11-08,2022-11-08,8-K,0001628280-22-028963,0
1353538,early_warning,1,exit_or_disposal_costs,2023-02-06,2023-02-06,8-K,0001628280-23-002415,1
1353538,early_warning,1,late_quarterly_report,2023-08-14,2023-08-14,NT 10-Q,0001628280-23-029448,0
1353538,early_warning,1,late_annual_report,2024-04-01,2024-04-01,NT 10-K,0001628280-24-014017,0
1353538,default,4,chapter11_petition,2024-05-06,2024-05-06,8-K,0001628280-24-020689,0
1353538,near_default,3,debt_acceleration,2024-05-06,2024-05-06,8-K,0001628280-24-020689,0
1355096,near_default,3,delisting_by_exchange,2018-03-09,2018-03-09,25-NSE,0001354457-18-000053,0
1355096,stress,2,listing_rule_failure,2018-03-15,2018-03-15,8-K,0001104659-18-017857,0
1355096,stress,2,listing_rule_failure,2023-05-01,2023-05-01,8-K,0001355096-23-000014,0
1355096,stress,2,listing_rule_failure,2023-09-14,2023-09-14,8-K,0001355096-23-000048,0
1355096,stress,2,listing_rule_failure,2024-06-10,2024-06-10,8-K,0001355096-24-000027,0
1355096,stress,2,listing_rule_failure,2024-12-03,2024-12-03,8-K,0001355096-24-000050,0
1355096,stress,2,listing_rule_failure,2024-12-10,2024-12-10,8-K,0001355096-24-000052,0
1355096,stress,2,listing_rule_failure,2025-05-16,2025-05-16,8-K,0001104659-25-049822,0
1355096,near_default,3,delisting_filed,2025-05-27,2025-05-27,25,0001104659-25-052986,0
1355096,early_warning,1,late_annual_report,2026-04-01,2026-04-01,NT 10-K,0001104659-26-037941,0
1355096,default,4,chapter11_petition,2026-04-16,2026-04-17,8-K,0001104659-26-044521,0
1355096,near_default,3,debt_acceleration,2026-04-17,2026-04-17,8-K,0001104659-26-044521,0
1355096,stress,2,listing_rule_failure,2026-04-20,2026-04-20,8-K,0001355096-26-000015,0
1355096,near_default,3,delisting_by_exchange,2026-06-08,2026-06-08,25-NSE,0001354457-26-000540,0
1365916,early_warning,1,late_annual_report,2015-03-16,2015-03-16,NT 10-K,0001171843-15-001446,0
1365916,early_warning,1,late_annual_report,2016-03-15,2016-03-15,NT 10-K,0001171843-16-008593,0
1365916,stress,2,listing_rule_failure,2016-06-20,2016-06-20,8-K,0001171843-16-010749,0
1365916,stress,2,listing_rule_failure,2016-12-23,2016-12-23,8-K,0001171843-16-013773,0
1365916,early_warning,1,late_annual_report,2017-04-03,2017-04-03,NT 10-K,0001171843-17-001901,0
1365916,early_warning,1,auditor_change,2017-06-15,2017-06-15,8-K,0001171843-17-003656,1
1365916,early_warning,1,auditor_change,2017-06-29,2017-06-29,8-K,0001171843-17-003870,1
1365916,early_warning,1,late_quarterly_report,2017-11-15,2017-11-15,NT 10-Q,0001171843-17-007064,0
1365916,early_warning,1,late_annual_report,2018-04-02,2018-04-02,NT 10-K,0001171843-18-002473,0
1365916,early_warning,1,late_quarterly_report,2018-05-16,2018-05-16,NT 10-Q,0001171843-18-003985,0
1365916,early_warning,1,late_quarterly_report,2018-11-15,2018-11-15,NT 10-Q,0001171843-18-007990,0
1365916,early_warning,1,late_annual_report,2019-03-19,2019-03-19,NT 10-K,0001171843-19-001831,0
1365916,stress,2,listing_rule_failure,2019-04-09,2019-04-09,8-K,0001171843-19-002314,0
1365916,stress,2,restatement_non_reliance,2019-04-11,2019-04-11,8-K,0001171843-19-002369,0
1365916,near_default,3,debt_acceleration,2019-04-19,2019-04-19,8-K,0001171843-19-002520,0
1365916,early_warning,1,late_quarterly_report,2019-05-13,2019-05-13,NT 10-Q,0001171843-19-003319,0
1365916,stress,2,restatement_non_reliance,2019-05-16,2019-05-16,8-K,0001171843-19-003428,0
1365916,early_warning,1,auditor_change,2019-05-16,2019-05-16,8-K,0001171843-19-003428,1
1365916,early_warning,1,auditor_change,2019-07-11,2019-07-11,8-K,0001171843-19-004514,1
1365916,near_default,3,debt_acceleration,2019-07-19,2019-07-19,8-K,0001171843-19-004669,0
1365916,early_warning,1,late_quarterly_report,2019-08-12,2019-08-12,NT 10-Q,0001171843-19-005420,0
1365916,stress,2,listing_rule_failure,2019-10-07,2019-10-07,8-K,0001171843-19-006394,0
1365916,stress,2,listing_rule_failure,2020-04-24,2020-04-24,8-K,0001365916-20-000054,0
1365916,near_default,3,debt_acceleration,2020-06-04,2020-06-04,8-K,0001365916-20-000092,0
1365916,early_warning,1,late_annual_report,2022-03-02,2022-03-02,NT 10-K,0001365916-22-000030,0
1365916,stress,2,listing_rule_failure,2023-05-26,2023-05-26,8-K,0001365916-23-000063,0
1365916,stress,2,listing_rule_failure,2023-06-26,2023-06-26,8-K,0001365916-23-000075,0
1365916,default,4,chapter11_petition,2023-08-09,2023-08-10,8-K,0001365916-23-000094,0
1365916,near_default,3,debt_acceleration,2023-08-10,2023-08-10,8-K,0001365916-23-000094,0
1365916,early_warning,1,exit_or_disposal_costs,2023-08-10,2023-08-10,8-K,0001365916-23-000094,1
1365916,early_warning,1,late_quarterly_report,2023-08-10,2023-08-10,NT 10-Q,0001365916-23-000095,0
1365916,stress,2,listing_rule_failure,2023-08-11,2023-08-11,8-K,0001365916-23-000099,0
1365916,near_default,3,delisting_by_exchange,2023-09-08,2023-09-08,25-NSE,0001354457-23-000646,0
1365916,early_warning,1,late_quarterly_report,2023-11-13,2023-11-13,NT 10-Q,0001365916-23-000139,0
1365916,early_warning,1,exit_or_disposal_costs,2023-12-29,2023-12-29,8-K,0001365916-23-000151,1
1365916,early_warning,1,auditor_change,2024-02-09,2024-02-09,8-K,0001365916-24-000008,1
1365916,early_warning,1,exit_or_disposal_costs,2024-02-09,2024-02-09,8-K,0001365916-24-000008,1
1365916,early_warning,1,late_annual_report,2024-04-02,2024-04-02,NT 10-K,0001193125-24-084014,0
1370946,early_warning,1,material_impairment,2025-02-14,2025-02-14,8-K,0001370946-25-000070,1
1370946,early_warning,1,material_impairment,2025-04-30,2025-04-30,8-K/A,0001370946-25-000163,1
1370946,early_warning,1,material_impairment,2026-04-15,2026-04-15,8-K,0001370946-26-000129,1
1377630,near_default,3,debt_acceleration,2016-08-19,2016-08-19,8-K,0001193125-16-686539,0
1377630,early_warning,1,late_annual_report,2018-03-14,2018-03-14,NT 10-K,0001193125-18-081240,0
1377630,near_default,3,debt_acceleration,2019-10-08,2019-10-08,8-K,0001377630-19-000114,0
1377630,stress,2,listing_rule_failure,2020-04-02,2020-04-02,8-K,0001377630-20-000080,0
1377630,stress,2,listing_rule_failure,2022-11-03,2022-11-03,8-K,0001377630-22-000151,0
1377630,early_warning,1,late_annual_report,2023-03-29,2023-03-29,NT 10-K,0001377630-23-000046,0
1377630,default,4,chapter11_petition,2023-04-11,2023-04-12,8-K,0001377630-23-000056,0
1377630,near_default,3,debt_acceleration,2023-04-12,2023-04-12,8-K,0001377630-23-000056,0
1377630,stress,2,listing_rule_failure,2023-04-21,2023-04-21,8-K,0001377630-23-000063,0
1377630,stress,2,listing_rule_failure,2023-05-02,2023-05-02,8-K,0001377630-23-000066,0
1377630,stress,2,listing_rule_failure,2023-06-15,2023-06-15,8-K,0001377630-23-000080,0
1377630,early_warning,1,auditor_change,2024-03-22,2024-03-22,8-K,0001377630-24-000048,1
1385157,early_warning,1,exit_or_disposal_costs,2019-04-24,2019-04-24,8-K,0001104659-19-023211,1
1385157,early_warning,1,exit_or_disposal_costs,2019-07-24,2019-07-24,8-K/A,0001104659-19-041508,1
1385157,early_warning,1,exit_or_disposal_costs,2019-10-30,2019-10-30,8-K,0001104659-19-057468,1
1385157,near_default,3,delisting_by_exchange,2023-03-02,2023-03-02,25-NSE,0000876661-23-000168,0
1385157,early_warning,1,exit_or_disposal_costs,2023-03-16,2023-03-16,8-K,0001104659-23-032991,1
1385157,near_default,3,delisting_by_exchange,2024-09-30,2024-09-30,25-NSE,0000876661-24-000890,0
1385157,near_default,3,delisting_by_exchange,2025-02-14,2025-02-14,25-NSE,0000876661-25-000124,0
1391127,early_warning,1,exit_or_disposal_costs,2015-10-22,2015-10-22,8-K,0001391127-15-000111,1
1391127,early_warning,1,exit_or_disposal_costs,2022-12-14,2022-12-14,8-K,0001628280-22-031915,1
1391127,stress,2,restatement_non_reliance,2023-03-13,2023-03-13,8-K,0001193125-23-068486,0
1391127,early_warning,1,late_annual_report,2023-03-13,2023-03-13,NT 10-K,0001193125-23-068491,0
1391127,stress,2,listing_rule_failure,2023-03-27,2023-03-27,8-K,0001193125-23-080637,0
1391127,stress,2,listing_rule_failure,2023-05-01,2023-05-01,8-K,0001193125-23-130745,0
1391127,early_warning,1,late_quarterly_report,2023-05-10,2023-05-10,NT 10-Q,0001193125-23-140694,0
1391127,stress,2,listing_rule_failure,2023-05-17,2023-05-17,8-K,0001193125-23-147107,0
1391127,early_warning,1,exit_or_disposal_costs,2023-06-07,2023-06-07,8-K,0001193125-23-162681,1
1391127,early_warning,1,late_quarterly_report,2023-08-10,2023-08-10,NT 10-Q,0001193125-23-209205,0
1391127,stress,2,listing_rule_failure,2023-08-18,2023-08-18,8-K,0001193125-23-215978,0
1391127,stress,2,listing_rule_failure,2023-10-26,2023-10-26,8-K,0001193125-23-264190,0
1391127,early_warning,1,late_quarterly_report,2023-11-13,2023-11-13,NT 10-Q,0001193125-23-276204,0
1391127,early_warning,1,auditor_change,2023-12-21,2023-12-21,8-K,0001193125-23-301335,1
1391127,early_warning,1,auditor_change,2024-01-29,2024-01-29,8-K,0001193125-24-017331,1
1391127,early_warning,1,exit_or_disposal_costs,2024-03-07,2024-03-07,8-K,0001193125-24-061295,1
1391127,early_warning,1,late_annual_report,2024-03-18,2024-03-18,NT 10-K,0001193125-24-069313,0
1391127,stress,2,listing_rule_failure,2024-04-05,2024-04-05,8-K,0001193125-24-087862,0
1391127,early_warning,1,late_quarterly_report,2024-05-13,2024-05-13,NT 10-Q,0001193125-24-137325,0
1391127,stress,2,listing_rule_failure,2024-05-21,2024-05-21,8-K,0001193125-24-143964,0
1391127,stress,2,listing_rule_failure,2024-07-03,2024-07-03,8-K/A,0001193125-24-174422,0
1391127,early_warning,1,late_quarterly_report,2024-08-12,2024-08-12,NT 10-Q,0001193125-24-198322,0
1391127,default,4,chapter11_petition,2024-09-09,2024-09-09,8-K,0001193125-24-215572,0
1391127,near_default,3,debt_acceleration,2024-09-09,2024-09-09,8-K,0001193125-24-215572,0
1391127,stress,2,listing_rule_failure,2024-09-13,2024-09-13,8-K,0001193125-24-218466,0
1391127,near_default,3,delisting_by_exchange,2024-10-15,2024-10-15,25-NSE,0001354457-24-000792,0
1396033,default,4,chapter11_petition,2024-08-11,2024-08-12,8-K,0001193125-24-198385,0
1396033,near_default,3,debt_acceleration,2024-08-12,2024-08-12,8-K,0001193125-24-198385,0
1396033,early_warning,1,exit_or_disposal_costs,2024-08-12,2024-08-12,8-K,0001193125-24-198385,1
1396033,early_warning,1,late_quarterly_report,2024-08-12,2024-08-12,NT 10-Q,0001193125-24-198391,0
1396033,stress,2,listing_rule_failure,2024-08-13,2024-08-13,8-K,0001193125-24-199834,0
1396033,near_default,3,delisting_by_exchange,2024-08-14,2024-08-14,25-NSE,0000876661-24-000763,0
1399935,stress,2,listing_rule_failure,2019-02-04,2019-02-04,8-K,0001144204-19-004851,0
1399935,early_warning,1,late_annual_report,2019-04-18,2019-04-18,NT 10-K,0001144204-19-020262,0
1399935,early_warning,1,material_impairment,2020-11-16,2020-11-16,8-K,0001104659-20-125480,1
1399935,default,4,chapter11_petition,2020-12-03,2020-12-04,8-K,0001104659-20-132137,0
1399935,near_default,3,debt_acceleration,2020-12-04,2020-12-04,8-K,0001104659-20-132137,0
1399935,stress,2,listing_rule_failure,2020-12-07,2020-12-07,8-K,0001104659-20-132839,0
1399935,early_warning,1,late_quarterly_report,2020-12-15,2020-12-15,NT 10-Q,0001104659-20-135464,0
1399935,early_warning,1,exit_or_disposal_costs,2021-02-03,2021-02-03,8-K,0001104659-21-011546,1
1399935,near_default,3,delisting_by_exchange,2021-04-26,2021-04-26,25-NSE,0001354457-21-000510,0
1401708,early_warning,1,auditor_change,2020-03-20,2020-03-20,8-K,0001401708-20-000088,1
1401708,early_warning,1,exit_or_disposal_costs,2022-11-07,2022-11-07,8-K,0001401708-22-000152,1
1401708,early_warning,1,exit_or_disposal_costs,2023-10-10,2023-10-10,8-K,0001401708-23-000225,1
1401708,stress,2,listing_rule_failure,2024-01-05,2024-01-05,8-K,0001401708-24-000004,0
1401708,early_warning,1,exit_or_disposal_costs,2024-01-05,2024-01-05,8-K,0001401708-24-000004,1
1401708,default,4,chapter11_petition,2024-02-05,2024-02-05,8-K,0001401708-24-000012,0
1401708,near_default,3,debt_acceleration,2024-02-05,2024-02-05,8-K,0001401708-24-000012,0
1401708,stress,2,listing_rule_failure,2024-02-08,2024-02-08,8-K,0001401708-24-000019,0
1401708,early_warning,1,late_annual_report,2024-03-15,2024-03-15,NT 10-K,0001401708-24-000041,0
1401708,near_default,3,delisting_by_exchange,2024-04-09,2024-04-09,25-NSE,0001354457-24-000250,0
1401708,early_warning,1,late_quarterly_report,2024-05-10,2024-05-10,NT 10-Q,0001401708-24-000094,0
1402057,near_default,3,debt_acceleration,2015-03-03,2015-03-03,8-K,0001193125-15-075146,0
1402057,near_default,3,debt_acceleration,2017-03-02,2017-03-02,8-K,0001193125-17-067674,0
1402057,near_default,3,debt_acceleration,2019-09-26,2019-09-26,8-K,0001193125-19-256068,0
1402057,near_default,3,debt_acceleration,2020-08-13,2020-08-13,8-K,0001193125-20-219159,0
1403161,near_default,3,debt_acceleration,2017-09-11,2017-09-11,8-K,0001193125-17-281776,0
1403161,near_default,3,delisting_by_exchange,2026-06-15,2026-06-15,25-NSE,0000876661-26-000531,0
1403568,near_default,3,delisting_by_exchange,2017-01-30,2017-01-30,25-NSE,0001354457-17-000026,0
1411342,near_default,3,delisting_by_exchange,2019-03-04,2019-03-04,25-NSE,0000876661-19-000175,0
1411342,stress,2,listing_rule_failure,2019-03-04,2019-03-04,8-K,0001411342-19-000027,0
1411342,near_default,3,delisting_by_exchange,2024-12-13,2024-12-13,25-NSE,0000876661-24-001160,0
1411342,near_default,3,delisting_by_exchange,2026-02-27,2026-02-27,25-NSE,0000876661-26-000184,0
1411579,early_warning,1,auditor_change,2019-11-20,2019-11-20,8-K,0001411579-19-000066,1
1411579,near_default,3,debt_acceleration,2022-02-02,2022-02-02,8-K,0001104659-22-010606,0
1411579,near_default,3,debt_acceleration,2022-02-07,2022-02-07,8-K,0001104659-22-012143,0
1411579,near_default,3,debt_acceleration,2022-10-14,2022-10-14,8-K,0001104659-22-108904,0
1411579,near_default,3,delisting_by_exchange,2023-08-25,2023-08-25,25-NSE,0000876661-23-000680,0
1411579,near_default,3,debt_acceleration,2026-02-23,2026-02-23,8-K,0001104659-26-018352,0
1411579,near_default,3,debt_acceleration,2026-06-25,2026-06-25,8-K,0001104659-26-077513,0
1411688,early_warning,1,exit_or_disposal_costs,2017-05-23,2017-05-23,8-K,0001104659-17-034597,1
1411688,stress,2,listing_rule_failure,2024-05-14,2024-05-14,8-K,0001628280-24-023049,0
1411688,near_default,3,delisting_by_exchange,2024-12-10,2024-12-10,25-NSE,0000876661-24-001154,0
1411688,stress,2,listing_rule_failure,2024-12-10,2024-12-10,8-K,0001104659-24-127224,0
1411688,default,4,chapter11_petition,2024-12-22,2024-12-23,8-K,0001104659-24-131067,0
1411688,near_default,3,debt_acceleration,2024-12-23,2024-12-23,8-K,0001104659-24-131067,0
1415404,near_default,3,debt_acceleration,2025-05-30,2025-05-30,8-K,0001415404-25-000017,0
1415404,near_default,3,debt_acceleration,2025-06-02,2025-06-02,8-K,0001415404-25-000024,0
1415404,near_default,3,debt_acceleration,2025-06-27,2025-06-27,8-K,0001415404-25-000031,0
1415404,near_default,3,debt_acceleration,2026-06-01,2026-06-01,8-K,0001415404-26-000020,0
1415404,default,4,chapter11_petition,2026-08-02,2026-08-03,8-K,0001415404-26-000038,0
1415404,near_default,3,debt_acceleration,2026-08-03,2026-08-03,8-K,0001415404-26-000038,0
1418100,early_warning,1,late_quarterly_report,2019-02-15,2019-02-15,NT 10-Q,0001193125-19-041431,0
1418100,early_warning,1,late_quarterly_report,2022-08-09,2022-08-09,NT 10-Q,0001418100-22-000083,0
1418100,early_warning,1,material_impairment,2022-08-09,2022-08-09,8-K,0001418100-22-000082,1
1418100,stress,2,listing_rule_failure,2022-08-16,2022-08-16,8-K,0001418100-22-000085,0
1418100,early_warning,1,exit_or_disposal_costs,2022-09-06,2022-09-06,8-K,0001418100-22-000087,1
1418100,early_warning,1,late_annual_report,2022-11-30,2022-11-30,NT 10-K,0001418100-22-000110,0
1418100,stress,2,listing_rule_failure,2022-12-30,2022-12-30,8-K,0001418100-22-000121,0
1418100,early_warning,1,exit_or_disposal_costs,2023-01-13,2023-01-13,8-K,0001418100-23-000003,1
1418100,early_warning,1,late_quarterly_report,2023-02-10,2023-02-10,NT 10-Q,0001418100-23-000010,0
1418100,default,4,chapter11_petition,2023-02-14,2023-02-14,8-K,0001193125-23-039349,0
1418100,near_default,3,debt_acceleration,2023-02-14,2023-02-14,8-K,0001193125-23-039349,0
1418100,near_default,3,delisting_by_exchange,2023-02-15,2023-02-15,25-NSE,0000876661-23-000119,0
1418100,stress,2,listing_rule_failure,2023-02-22,2023-02-22,8-K,0001193125-23-044808,0
1418135,stress,2,listing_rule_failure,2020-09-08,2020-09-08,8-K,0001418135-20-000024,0
1418135,near_default,3,delisting_filed,2020-09-18,2020-09-18,25,0001418135-20-000027,0
1423689,near_default,3,delisting_by_exchange,2017-09-14,2017-09-14,25-NSE,0001354457-17-000183,0
1423689,near_default,3,delisting_by_exchange,2019-11-25,2019-11-25,25-NSE,0001354457-19-000622,0
1446687,early_warning,1,late_annual_report,2017-03-31,2017-03-31,NT 10-K,0001446687-17-000014,0
1446687,early_warning,1,late_quarterly_report,2017-05-15,2017-05-15,NT 10-Q,0001446687-17-000034,0
1446687,early_warning,1,auditor_change,2018-02-09,2018-02-09,8-K,0001446687-18-000011,1
1446687,early_warning,1,late_annual_report,2019-04-01,2019-04-01,NT 10-K,0001446687-19-000007,0
1446687,early_warning,1,late_quarterly_report,2019-05-15,2019-05-15,NT 10-Q,0001446687-19-000015,0
1446687,early_warning,1,late_quarterly_report,2019-08-15,2019-08-15,NT 10-Q,0001446687-19-000029,0
1446687,early_warning,1,auditor_change,2019-12-18,2019-12-18,8-K,0001446687-19-000052,1
1446687,early_warning,1,late_quarterly_report,2020-11-16,2020-11-16,NT 10-Q,0001446687-20-000061,0
1446687,early_warning,1,late_annual_report,2021-03-31,2021-03-31,NT 10-K,0001446687-21-000010,0
1446687,early_warning,1,late_quarterly_report,2022-05-16,2022-05-16,NT 10-Q,0001446687-22-000007,0
1446687,early_warning,1,late_annual_report,2023-03-30,2023-03-30,NT 10-K,0001446687-23-000009,0
1446687,early_warning,1,late_quarterly_report,2023-05-15,2023-05-15,NT 10-Q,0001446687-23-000021,0
1446687,default,4,chapter11_petition,2023-09-13,2023-09-14,8-K,0001446687-23-000050,0
1446687,near_default,3,debt_acceleration,2023-09-14,2023-09-14,8-K,0001446687-23-000050,0
1446687,early_warning,1,late_quarterly_report,2023-11-14,2023-11-14,NT 10-Q,0001446687-23-000058,0
1446687,early_warning,1,auditor_change,2023-12-04,2023-12-04,8-K,0001446687-23-000085,1
1446687,early_warning,1,auditor_change,2024-01-09,2024-01-09,8-K,0001446687-24-000008,1
1446687,early_warning,1,auditor_change,2024-01-19,2024-01-19,8-K,0001446687-24-000037,1
1446687,early_warning,1,late_annual_report,2024-03-29,2024-03-29,NT 10-K,0001446687-24-000066,0
1446687,early_warning,1,late_quarterly_report,2024-05-14,2024-05-14,NT 10-Q,0001628280-24-023163,0
1446687,early_warning,1,late_quarterly_report,2024-08-14,2024-08-14,NT 10-Q,0001628280-24-037077,0
1446687,early_warning,1,late_quarterly_report,2024-11-14,2024-11-14,NT 10-Q,0001446687-24-000086,0
1446687,early_warning,1,auditor_change,2024-12-26,2024-12-26,8-K,0001446687-24-000102,1
1446687,early_warning,1,late_annual_report,2025-03-31,2025-03-31,NT 10-K,0001446687-25-000006,0
1446687,early_warning,1,late_quarterly_report,2025-05-16,2025-05-16,NT 10-Q,0001446687-25-000015,0
1446687,early_warning,1,late_quarterly_report,2025-08-14,2025-08-14,NT 10-Q,0001446687-25-000123,0
1446687,near_default,3,debt_acceleration,2025-09-02,2025-09-02,8-K,0001446687-25-000132,0
1446687,early_warning,1,late_quarterly_report,2025-11-17,2025-11-17,NT 10-Q,0001446687-25-000186,0
1446687,near_default,3,debt_acceleration,2026-06-08,2026-06-08,8-K,0001437749-26-019764,0
1455684,early_warning,1,exit_or_disposal_costs,2022-12-02,2022-12-02,8-K,0001171843-22-007795,1
1455684,early_warning,1,exit_or_disposal_costs,2023-08-11,2023-08-11,8-K,0001171843-23-005270,1
1455684,early_warning,1,material_impairment,2023-08-11,2023-08-11,8-K,0001171843-23-005270,1
1455684,early_warning,1,material_impairment,2024-06-17,2024-06-17,8-K,0001193125-24-162590,1
1455684,early_warning,1,exit_or_disposal_costs,2024-12-31,2024-12-31,8-K,0001171843-24-007129,1
1455684,stress,2,listing_rule_failure,2025-05-08,2025-05-08,8-K,0001171843-25-002983,0
1455684,stress,2,listing_rule_failure,2025-05-12,2025-05-12,8-K,0001171843-25-003086,0
1455684,default,4,chapter11_petition,2025-08-11,2025-08-15,8-K,0001171843-25-005450,0
1455684,near_default,3,debt_acceleration,2025-08-15,2025-08-15,8-K,0001171843-25-005450,0
1455684,stress,2,listing_rule_failure,2025-08-15,2025-08-15,8-K,0001171843-25-005450,0
1455684,near_default,3,delisting_by_exchange,2025-09-18,2025-09-18,25-NSE,0001354457-25-000923,0
1455684,near_default,3,debt_acceleration,2026-03-05,2026-03-05,8-K,0001193125-26-094276,0
1456772,stress,2,listing_rule_failure,2016-06-20,2016-06-20,8-K,0001104659-16-128203,0
1456772,near_default,3,delisting_filed,2016-06-30,2016-06-30,25,0001104659-16-130394,0
1456772,near_default,3,delisting_filed,2016-06-30,2016-06-30,25,0001104659-16-130393,0
1456772,early_warning,1,auditor_change,2020-06-15,2020-06-15,8-K,0001104659-20-073182,1
1456772,near_default,3,delisting_by_exchange,2021-06-11,2021-06-11,25-NSE,0001354457-21-000647,0
1456772,stress,2,listing_rule_failure,2025-03-26,2025-03-26,8-K,0001104659-25-028016,0
1456772,stress,2,listing_rule_failure,2025-10-01,2025-10-01,8-K,0001104659-25-095186,0
1456772,default,4,chapter11_petition,2025-10-30,2025-10-31,8-K,0001104659-25-104631,0
1456772,near_default,3,debt_acceleration,2025-10-31,2025-10-31,8-K,0001104659-25-104631,0
1456772,near_default,3,delisting_by_exchange,2025-11-14,2025-11-14,25-NSE,0001354457-25-001127,0
1456772,early_warning,1,late_quarterly_report,2026-05-15,2026-05-15,NT 10-Q,0001104659-26-062797,0
1459417,early_warning,1,late_annual_report,2016-02-29,2016-02-29,NT 10-K,0001104659-16-101032,0
