cik,company,sic,fts_date,item103_date,item103_accession,source_url,petition_date,date_basis,total_assets,periodic_filings_before,last_periodic,has_item103,has_chapter11_text,has_chapter7_text,verdict,reasons
1004980,PG&E Corp,4931,2018-04-16,2019-01-14,0000950157-19-000032,https://www.sec.gov/Archives/edgar/data/1004980/000095015719000032/form8k.htm,2019-01-14,8k_filing_date_fallback,71385000000.0,85,2018-11-05,True,True,False,confirmed,
1407703,FirstEnergy Solutions Corp.,4911,2018-04-02,2018-04-02,0001193125-18-104000,https://www.sec.gov/Archives/edgar/data/1407703/000119312518104000/d561242d8k.htm,2018-04-02,8k_filing_date_fallback,48738000000.0,42,2018-02-20,True,True,True,confirmed,
1031296,FIRSTENERGY CORP,4911,2018-04-05,2018-04-05,0001031296-18-000024,https://www.sec.gov/Archives/edgar/data/1031296/000103129618000024/a8-kdated04052018.htm,2018-03-31,petition_date_from_8k_text,42257000000.0,80,2018-02-20,True,True,False,confirmed,
1657853,"HERTZ GLOBAL HOLDINGS, INC",7510,2020-05-26,2020-05-26,0001104659-20-065674,https://www.sec.gov/Archives/edgar/data/1657853/000110465920065674/tm2020858d1_8k.htm,2020-05-26,8k_filing_date_fallback,25842000000.0,16,2020-05-11,True,True,False,confirmed,
20520,"Frontier Communications Parent, Inc.",4813,2020-04-15,2020-04-15,0001140361-20-008876,https://www.sec.gov/Archives/edgar/data/20520/000114036120008876/form8k.htm,2020-04-14,petition_date_from_8k_text,17488000000.0,103,2020-03-31,True,True,False,confirmed,
1040719,DITECH HOLDING Corp,6162,2018-01-19,2018-01-19,0001193125-18-013944,https://www.sec.gov/Archives/edgar/data/1040719/000119312518013944/d507541d8k.htm,2018-01-19,8k_filing_date_fallback,14979635000.0,81,2017-11-09,True,True,False,confirmed,
314808,Valaris Ltd,1381,2020-08-19,2020-08-19,0001104659-20-096796,https://www.sec.gov/Archives/edgar/data/314808/000110465920096796/tm2027797d1_8k.htm,2020-08-19,petition_date_from_8k_text,13038900000.0,99,2020-07-30,True,True,False,confirmed,
1400891,"iHeartMedia, Inc.",4832,2018-03-15,2018-03-15,0001193125-18-083055,https://www.sec.gov/Archives/edgar/data/1400891/000119312518083055/d545787d8k.htm,2018-03-15,8k_filing_date_fallback,12257260000.0,38,2017-11-08,True,True,False,confirmed,
1457737,"iHeartMedia Capital I, LLC",4813,2018-03-15,2018-03-15,0001193125-18-083160,https://www.sec.gov/Archives/edgar/data/1457737/000119312518083160/d494465d8k.htm,2018-03-15,8k_filing_date_fallback,12257260000.0,19,2017-11-08,True,True,False,confirmed,
739708,"iHeartCommunications, Inc.",4832,2018-03-15,2018-03-15,0001193125-18-083152,https://www.sec.gov/Archives/edgar/data/739708/000119312518083152/d543531d8k.htm,2018-03-15,8k_filing_date_fallback,12257260000.0,88,2017-11-08,True,True,False,confirmed,
1282266,"WINDSTREAM HOLDINGS, INC.",4813,2019-02-28,2019-02-28,0001282266-19-000005,https://www.sec.gov/Archives/edgar/data/1282266/000128226619000005/a20190228form8-k.htm,2019-02-25,petition_date_from_8k_text,10710100000.0,56,2018-11-08,True,True,False,confirmed,
1567892,Keenova Therapeutics plc,2834,2020-10-13,2020-10-13,0001193125-20-267836,https://www.sec.gov/Archives/edgar/data/1567892/000119312520267836/d942107d8k.htm,2020-10-12,petition_date_from_8k_text,9690100000.0,28,2020-08-04,True,True,True,confirmed,
708819,MCDERMOTT INTERNATIONAL INC,3443,2020-01-22,2020-01-22,0001193125-20-011391,https://www.sec.gov/Archives/edgar/data/708819/000119312520011391/d848917d8k.htm,2020-01-21,petition_date_from_8k_text,8754000000.0,100,2019-11-04,True,True,True,confirmed,
1166126,"Old COPPER Company, Inc.",5311,2020-05-18,2020-05-18,0001193125-20-144411,https://www.sec.gov/Archives/edgar/data/1166126/000119312520144411/d813078d8k.htm,2020-05-15,petition_date_from_8k_text,7989000000.0,73,2020-03-20,True,True,False,confirmed,
1255474,Whiting Holdings LLC,1311,2020-04-01,2020-04-01,0001193125-20-093737,https://www.sec.gov/Archives/edgar/data/1255474/000119312520093737/d899645d8k.htm,2020-04-01,petition_date_from_8k_text,7636721000.0,65,2020-02-27,True,True,False,confirmed,
1458891,Noble Corp,1381,2020-07-31,2020-07-31,0001193125-20-205998,https://www.sec.gov/Archives/edgar/data/1458891/000119312520205998/d85677d8k.htm,2020-07-31,petition_date_from_8k_text,7261099000.0,45,2020-05-07,True,True,False,confirmed,
1310067,SEARS HOLDINGS CORP,5311,2018-10-15,2018-10-15,0001193125-18-298778,https://www.sec.gov/Archives/edgar/data/1310067/000119312518298778/d647911d8k.htm,2018-10-15,petition_date_from_8k_text,6937000000.0,54,2018-09-13,True,True,False,confirmed,
1603923,Weatherford International plc,3533,2019-07-02,2019-07-02,0001104659-19-038767,https://www.sec.gov/Archives/edgar/data/1603923/000110465919038767/a19-12248_28k.htm,2019-07-01,petition_date_from_8k_text,6519000000.0,20,2019-05-10,True,True,False,confirmed,
949039,"DIAMOND OFFSHORE DRILLING, INC.",1381,2020-04-27,2020-04-27,0001193125-20-119819,https://www.sec.gov/Archives/edgar/data/949039/000119312520119819/d901320d8k.htm,2020-04-27,8k_filing_date_fallback,5834044000.0,92,2020-02-11,True,True,False,confirmed,
1334978,"Clear Channel Outdoor Holdings, Inc.",7310,2018-03-15,2018-03-15,0001193125-18-083168,https://www.sec.gov/Archives/edgar/data/1334978/000119312518083168/d494461d8k.htm,2018-03-15,8k_filing_date_fallback,5580488000.0,48,2017-11-08,True,True,False,confirmed,
1609253,California Resources Corp,1311,2020-07-16,2020-07-16,0001609253-20-000114,https://www.sec.gov/Archives/edgar/data/1609253/000160925320000114/a20200715form8k.htm,2020-07-15,petition_date_from_8k_text,4974000000.0,23,2020-06-25,True,True,False,confirmed,
910612,CBL & ASSOCIATES PROPERTIES INC,6798,2020-11-02,2020-11-02,0001564590-20-049434,https://www.sec.gov/Archives/edgar/data/910612/000156459020049434/cbl-8k_20201029.htm,2020-11-02,8k_filing_date_fallback,4655159000.0,98,2020-08-17,True,True,False,confirmed,
945764,DENBURY INC,1311,2020-07-31,2020-07-31,0000945764-20-000066,https://www.sec.gov/Archives/edgar/data/945764/000094576420000066/dnr-20200730x8k.htm,2020-07-31,8k_filing_date_fallback,4607091000.0,93,2020-05-18,True,True,False,confirmed,
1584952,EP Energy Corp,1311,2019-10-04,2019-10-04,0001104659-19-053041,https://www.sec.gov/Archives/edgar/data/1584952/000110465919053041/a19-19406_18k.htm,2019-10-04,8k_filing_date_fallback,4190000000.0,23,2019-08-09,True,True,False,confirmed,
1498301,"Mahwah Bergen Retail Group, Inc.",5600,2020-07-23,2020-07-23,0001104659-20-085810,https://www.sec.gov/Archives/edgar/data/1498301/000110465920085810/tm2024948-1_8k.htm,2020-07-23,petition_date_from_8k_text,3069600000.0,37,2020-03-09,True,True,False,confirmed,
73887,Bristow Group Inc,4522,2019-05-13,2019-05-13,0001193125-19-144723,https://www.sec.gov/Archives/edgar/data/73887/000119312519144723/d740871d8k.htm,2019-05-11,petition_date_from_8k_text,2860804000.0,90,2018-11-09,True,True,True,confirmed,
1655020,"Extraction Oil & Gas, Inc.",1311,2020-06-15,2020-06-15,0001104659-20-073184,https://www.sec.gov/Archives/edgar/data/1655020/000110465920073184/tm2021962-1_8k.htm,2020-06-14,petition_date_from_8k_text,2703388000.0,15,2020-05-11,True,True,False,confirmed,
1131227,HORNBECK OFFSHORE SERVICES INC /LA,4400,2020-05-22,2020-05-22,0001193125-20-150309,https://www.sec.gov/Archives/edgar/data/1131227/000119312520150309/d909640d8k.htm,2020-05-22,8k_filing_date_fallback,2691806000.0,73,2019-11-12,True,True,False,confirmed,
1486159,Chord Energy Corp,1311,2020-09-30,2020-09-30,0001486159-20-000075,https://www.sec.gov/Archives/edgar/data/1486159/000148615920000075/oas-20200929.htm,2020-09-30,petition_date_from_8k_text,2625626000.0,41,2020-08-05,True,True,False,confirmed,
884217,TAILORED BRANDS INC,5600,2020-08-03,2020-08-03,0001104659-20-089351,https://www.sec.gov/Archives/edgar/data/884217/000110465920089351/tm2026332d2_8k.htm,2020-08-02,petition_date_from_8k_text,2500415000.0,96,2020-07-27,True,True,True,confirmed,
1540729,Foresight Energy LP,1220,2019-11-04,2019-11-04,0001564590-19-039499,https://www.sec.gov/Archives/edgar/data/1540729/000156459019039499/felp-8k_20191029.htm,2019-11-04,8k_filing_date_fallback,2386993000.0,21,2019-08-07,True,True,False,confirmed,
1722287,Covia Holdings Corp,1400,2020-06-30,2020-06-30,0001564590-20-031311,https://www.sec.gov/Archives/edgar/data/1722287/000156459020031311/cvia-8k_20200629.htm,2020-06-29,petition_date_from_8k_text,2381057000.0,9,2020-06-29,True,True,False,confirmed,
874499,GULFPORT ENERGY CORP,1311,2020-11-16,2020-11-16,0001213900-20-037077,https://www.sec.gov/Archives/edgar/data/874499/000121390020037077/ea129804-8k_gulfport.htm,2020-11-13,petition_date_from_8k_text,2375559000.0,79,2020-11-09,True,True,False,confirmed,
77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,6798,2020-11-03,2020-11-03,0001193125-20-284830,https://www.sec.gov/Archives/edgar/data/77281/000119312520284830/d44373d8k.htm,2020-11-03,8k_filing_date_fallback,2375550000.0,105,2020-08-11,True,True,False,confirmed,
931336,DEAN FOODS CO,2020,2019-11-12,2019-11-12,0001104659-19-062024,https://www.sec.gov/Archives/edgar/data/931336/000110465919062024/tm1922535-1_8k.htm,2019-11-12,petition_date_from_8k_text,2322297000.0,88,2019-08-08,True,True,False,confirmed,
844143,Centric Brands Inc.,2300,2020-05-18,2020-05-18,0001558370-20-006775,https://www.sec.gov/Archives/edgar/data/844143/000155837020006775/tmb-20200511x8k.htm,2020-05-18,petition_date_from_8k_text,2154673000.0,92,2019-11-14,True,True,False,confirmed,
13239,HEXION INC.,2821,2019-04-01,2019-04-01,0001193125-19-093660,https://www.sec.gov/Archives/edgar/data/13239/000119312519093660/d665230d8k.htm,2019-04-01,8k_filing_date_fallback,2107000000.0,95,2018-11-13,True,True,True,confirmed,
798949,UNIT CORP,1311,2020-05-26,2020-05-26,0000798949-20-000037,https://www.sec.gov/Archives/edgar/data/798949/000079894920000037/unt-20200522.htm,2020-05-22,petition_date_from_8k_text,2090052000.0,101,2020-03-16,True,True,True,confirmed,
34115,CLAIRES STORES INC,5600,2018-03-19,2018-03-19,0001193125-18-086632,https://www.sec.gov/Archives/edgar/data/34115/000119312518086632/d515750d8k.htm,2018-03-19,8k_filing_date_fallback,1988679000.0,90,2017-12-08,True,True,False,confirmed,
939930,"PYXUS INTERNATIONAL, INC.",5150,2020-06-15,2020-06-15,0001193125-20-168377,https://www.sec.gov/Archives/edgar/data/939930/000119312520168377/d944528d8k.htm,2020-06-15,8k_filing_date_fallback,1949047000.0,96,2020-02-10,True,True,False,confirmed,
1022646,ULTRA PETROLEUM CORP,1311,2020-05-15,2020-05-15,0001193125-20-143092,https://www.sec.gov/Archives/edgar/data/1022646/000119312520143092/d892114d8k.htm,2020-05-14,petition_date_from_8k_text,1815276000.0,75,2020-04-15,True,True,False,confirmed,
1282648,BATTALION OIL CORP,1311,2019-08-07,2019-08-07,0001104659-19-044380,https://www.sec.gov/Archives/edgar/data/1282648/000110465919044380/a19-16415_48k.htm,2019-08-07,petition_date_from_8k_text,1798838000.0,52,2019-05-09,True,True,False,confirmed,
1051251,J CREW GROUP INC,5600,2020-05-04,2020-05-04,0001193125-20-131767,https://www.sec.gov/Archives/edgar/data/1051251/000119312520131767/d926140d8k.htm,2020-05-04,8k_filing_date_fallback,1758755000.0,84,2019-12-02,True,True,False,confirmed,
1220754,ModivCare Inc,4700,2020-11-12,2025-08-21,0001437749-25-027478,https://www.sec.gov/Archives/edgar/data/1220754/000143774925027478/modv20250818_8k.htm,2025-08-20,petition_date_from_8k_text,1677163000.0,87,2025-05-09,True,True,True,confirmed,
1669812,"LSC Communications, Inc.",2750,2020-04-13,2020-04-13,0001193125-20-104747,https://www.sec.gov/Archives/edgar/data/1669812/000119312520104747/d894205d8k.htm,2020-04-13,petition_date_from_8k_text,1649000000.0,14,2020-03-02,True,True,False,confirmed,
14195,BRIGGS & STRATTON CORP,3510,2020-07-20,2020-07-20,0000014195-20-000046,https://www.sec.gov/Archives/edgar/data/14195/000001419520000046/bgg-20200719.htm,2020-07-20,petition_date_from_8k_text,1589398000.0,103,2020-05-08,True,True,False,confirmed,
878079,BON TON STORES INC,5311,2018-02-05,2018-02-05,0000950142-18-000301,https://www.sec.gov/Archives/edgar/data/878079/000095014218000301/eh1800267_8k.htm,2018-02-05,8k_filing_date_fallback,1586595000.0,87,2017-12-12,True,True,False,confirmed,
886835,SUPERIOR ENERGY SERVICES INC,1389,2020-12-07,2020-12-07,0001193125-20-311144,https://www.sec.gov/Archives/edgar/data/886835/000119312520311144/d63085d8k.htm,2020-12-07,petition_date_from_8k_text,1574246000.0,89,2020-11-06,True,True,False,confirmed,
1650445,Quorum Health Corp,8062,2020-04-07,2020-04-07,0001193125-20-100034,https://www.sec.gov/Archives/edgar/data/1650445/000119312520100034/d913653d8k.htm,2020-04-07,petition_date_from_8k_text,1521768000.0,15,2019-11-07,True,True,True,confirmed,
1384072,"Grizzly Energy, LLC",1311,2019-04-01,2019-04-01,0001384072-19-000021,https://www.sec.gov/Archives/edgar/data/1384072/000138407219000021/form8-kch11filing.htm,2019-03-31,petition_date_from_8k_text,1507310000.0,45,2018-11-09,True,True,False,confirmed,
1361937,Harvest Oil & Gas Corp.,1311,2018-04-02,2018-04-02,0001144204-18-018645,https://www.sec.gov/Archives/edgar/data/1361937/000114420418018645/tv490151_8k.htm,2018-04-02,8k_filing_date_fallback,1479345000.0,45,2017-11-09,True,True,False,confirmed,
106455,WESTMORELAND COAL Co,1221,2018-10-09,2018-10-09,0001193125-18-295931,https://www.sec.gov/Archives/edgar/data/106455/000119312518295931/d636053d8k.htm,2018-10-09,petition_date_from_8k_text,1457595000.0,99,2018-08-06,True,True,False,confirmed,
1502034,"GNC HOLDINGS, INC.",5400,2018-02-13,2020-06-24,0001193125-20-177083,https://www.sec.gov/Archives/edgar/data/1502034/000119312520177083/d925371d8k.htm,2020-06-24,8k_filing_date_fallback,1415957000.0,37,2020-05-11,True,True,True,confirmed,
1437106,"Ascent Capital Group, Inc.",7380,2019-07-01,2019-07-01,0001104659-19-038685,https://www.sec.gov/Archives/edgar/data/1437106/000110465919038685/a19-12319_38k.htm,2019-07-01,8k_filing_date_fallback,1384048000.0,43,2019-05-15,True,True,False,confirmed,
350403,"PHI Group, Inc./DE",4522,2019-03-15,2019-03-15,0001193125-19-076920,https://www.sec.gov/Archives/edgar/data/350403/000119312519076920/d705769d8k.htm,2019-03-14,petition_date_from_8k_text,1363936000.0,97,2018-11-09,True,True,False,confirmed,
1690769,"Alta Mesa Resources, Inc. /DE",1311,2019-09-12,2019-09-12,0001690769-19-000066,https://www.sec.gov/Archives/edgar/data/1690769/000169076919000066/amr_8-kx91219.htm,2019-09-12,8k_filing_date_fallback,1357830000.0,8,2019-08-27,True,True,True,confirmed,
1265107,MONITRONICS INTERNATIONAL INC,7380,2019-07-01,2019-07-01,0001104659-19-038681,https://www.sec.gov/Archives/edgar/data/1265107/000110465919038681/a19-12321_38k.htm,2019-07-01,8k_filing_date_fallback,1330914000.0,39,2019-05-15,True,True,False,confirmed,
6885,STAGE STORES INC,5651,2020-05-12,2020-05-12,0000006885-20-000067,https://www.sec.gov/Archives/edgar/data/6885/000000688520000067/a2020510bankruptcyandn.htm,2020-05-12,8k_filing_date_fallback,1173713000.0,95,2019-12-12,True,True,False,confirmed,
278130,PIER 1 IMPORTS INC/DE,5700,2020-02-18,2020-02-18,0001193125-20-039375,https://www.sec.gov/Archives/edgar/data/278130/000119312520039375/d844889d8k.htm,2020-02-17,petition_date_from_8k_text,1150239000.0,102,2020-01-06,True,True,False,confirmed,
1405073,Approach Resources Inc,1311,2019-11-19,2019-11-19,0001564590-19-043786,https://www.sec.gov/Archives/edgar/data/1405073/000156459019043786/arex-8k_20191118.htm,2019-11-18,petition_date_from_8k_text,1054954000.0,49,2019-11-18,True,True,True,confirmed,
3116,AKORN INC,2834,2020-05-21,2020-05-21,0001104659-20-064893,https://www.sec.gov/Archives/edgar/data/3116/000110465920064893/tm2020591d1_8k.htm,2020-05-20,petition_date_from_8k_text,1032275000.0,99,2020-05-11,True,True,False,confirmed,
1518403,"Alta Mesa Holdings, LP",1311,2019-09-12,2019-09-12,0001518403-19-000041,https://www.sec.gov/Archives/edgar/data/1518403/000151840319000041/amh_8-kx91219.htm,2019-09-12,8k_filing_date_fallback,999744000.0,33,2019-08-28,True,True,True,confirmed,
1434621,"LendingTree, Inc.",6163,2019-07-25,2019-07-25,0001434621-19-000040,https://www.sec.gov/Archives/edgar/data/1434621/000143462119000040/hlcbankruptcy8-k.htm,2019-07-25,8k_filing_date_fallback,992505000.0,44,2019-04-29,True,True,False,confirmed,
1346980,"Chaparral Energy, Inc.",1311,2020-08-17,2020-08-17,0001193125-20-221605,https://www.sec.gov/Archives/edgar/data/1346980/000119312520221605/d37844d8k.htm,2020-08-17,8k_filing_date_fallback,983326000.0,56,2020-05-11,True,True,False,confirmed,
1397516,REX ENERGY CORP,1311,2018-05-18,2018-05-18,0001193125-18-167436,https://www.sec.gov/Archives/edgar/data/1397516/000119312518167436/d583290d8k.htm,2018-05-18,petition_date_from_8k_text,964939000.0,44,2018-05-15,True,True,False,confirmed,
1056087,MCCLATCHY CO,2711,2020-02-13,2020-02-13,0001056087-20-000005,https://www.sec.gov/Archives/edgar/data/1056087/000105608720000005/mni-20200212x8k.htm,2020-02-13,petition_date_from_8k_text,953757000.0,86,2019-11-13,True,True,False,confirmed,
1549848,Hi-Crush Inc.,1400,2020-07-13,2020-07-13,0001193125-20-191508,https://www.sec.gov/Archives/edgar/data/1549848/000119312520191508/d79020d8k.htm,2020-07-12,petition_date_from_8k_text,953082000.0,31,2020-06-25,True,True,False,confirmed,
1441849,CLOUD PEAK ENERGY INC.,1221,2019-05-10,2019-05-10,0001104659-19-028592,https://www.sec.gov/Archives/edgar/data/1441849/000110465919028592/a19-9592_28k.htm,2019-05-10,petition_date_from_8k_text,928656000.0,37,2019-03-15,True,True,False,confirmed,
920321,"CENVEO, INC",2670,2018-02-02,2018-02-02,0001193125-18-030024,https://www.sec.gov/Archives/edgar/data/920321/000119312518030024/d515496d8k.htm,2018-02-02,petition_date_from_8k_text,870017000.0,83,2017-11-09,True,True,False,confirmed,
76321,PARKER DRILLING CO /DE/,1381,2018-12-12,2018-12-12,0001193125-18-347479,https://www.sec.gov/Archives/edgar/data/76321/000119312518347479/d873326d8k.htm,2018-12-12,petition_date_from_8k_text,869181000.0,101,2018-11-06,True,True,False,confirmed,
316300,EXCO RESOURCES INC,1311,2018-01-17,2018-01-17,0001193125-18-011684,https://www.sec.gov/Archives/edgar/data/316300/000119312518011684/d644828d8k.htm,2018-01-17,8k_filing_date_fallback,830174000.0,82,2017-11-07,True,True,False,confirmed,
1377630,"National CineMedia, Inc.",7310,2019-10-08,2023-04-12,0001377630-23-000056,https://www.sec.gov/Archives/edgar/data/1377630/000137763023000056/ncmllc-20230411.htm,2023-04-11,petition_date_from_8k_text,775400000.0,64,2022-11-07,True,True,False,confirmed,
884940,STEIN MART INC,5651,2018-08-02,2020-08-12,0000884940-20-000026,https://www.sec.gov/Archives/edgar/data/884940/000088494020000026/smrtannouncesfilingcha.htm,2020-08-12,8k_filing_date_fallback,757539000.0,92,2020-07-16,True,True,False,confirmed,
2034,ACETO CORP,5122,2019-09-20,2019-09-20,0001144204-19-045481,https://www.sec.gov/Archives/edgar/data/2034/000114420419045481/tv529416_8k.htm,2019-09-20,8k_filing_date_fallback,753159000.0,97,2019-02-20,True,True,False,confirmed,
1045425,RAIT Financial Trust,6798,2019-09-03,2019-09-03,0001193125-19-235912,https://www.sec.gov/Archives/edgar/data/1045425/000119312519235912/d777389d8k.htm,2019-09-03,8k_filing_date_fallback,733764000.0,85,2019-03-26,True,True,False,confirmed,
1056386,Internap Corp,7370,2020-03-16,2020-03-16,0001140361-20-005841,https://www.sec.gov/Archives/edgar/data/1056386/000114036120005841/form8k.htm,2020-03-16,petition_date_from_8k_text,724701000.0,80,2019-11-12,True,True,True,confirmed,
902274,LIBBEY INC,3220,2020-06-01,2020-06-01,0001437749-20-012113,https://www.sec.gov/Archives/edgar/data/902274/000143774920012113/lby20200522_8k.htm,2020-06-01,petition_date_from_8k_text,706687000.0,89,2020-02-27,True,True,False,confirmed,
320575,PIONEER ENERGY SERVICES LLC,1381,2020-03-02,2020-03-02,0001193125-20-057739,https://www.sec.gov/Archives/edgar/data/320575/000119312520057739/d871821d8k.htm,2020-03-01,petition_date_from_8k_text,689693000.0,93,2019-10-31,True,True,False,confirmed,
878726,TUESDAY MORNING CORP/DE,5331,2020-05-28,2020-05-28,0001104659-20-067051,https://www.sec.gov/Archives/edgar/data/878726/000110465920067051/tm2021188-1_8k.htm,2020-05-27,petition_date_from_8k_text,681520000.0,89,2020-02-05,True,True,True,confirmed,
1494448,"EMERGENT CAPITAL, INC.",6311,2018-12-14,2018-12-14,0001494448-18-000091,https://www.sec.gov/Archives/edgar/data/1494448/000149444818000091/emg8-kwefilingx4844x4682x6.htm,2018-12-14,8k_filing_date_fallback,674526000.0,32,2018-11-16,True,True,False,confirmed,
1281774,TOWN SPORTS INTERNATIONAL HOLDINGS INC,7997,2020-09-14,2020-09-14,0000921895-20-002399,https://www.sec.gov/Archives/edgar/data/1281774/000092189520002399/form8k11125001_09142020.htm,2020-09-14,petition_date_from_8k_text,667112000.0,64,2020-09-04,True,True,True,confirmed,
904979,SHILOH INDUSTRIES INC,3460,2020-08-31,2020-08-31,0001193125-20-236224,https://www.sec.gov/Archives/edgar/data/904979/000119312520236224/d34976d8k.htm,2020-08-31,8k_filing_date_fallback,664178000.0,97,2020-07-24,True,True,False,confirmed,
1659122,Rosehill Resources Inc.,1311,2020-07-27,2020-07-27,0001628280-20-010614,https://www.sec.gov/Archives/edgar/data/1659122/000162828020010614/rose8-kchapter11.htm,2020-07-26,petition_date_from_8k_text,659038000.0,18,2020-07-02,True,True,False,confirmed,
1071411,"Fusion Connect, Inc.",7372,2019-06-03,2019-06-03,0001654954-19-006828,https://www.sec.gov/Archives/edgar/data/1071411/000165495419006828/fsnn_8k.htm,2019-06-03,petition_date_from_8k_text,633998000.0,56,2018-11-13,True,True,False,confirmed,
1512077,Global Eagle Entertainment Inc.,4899,2020-07-22,2020-07-22,0001193125-20-196910,https://www.sec.gov/Archives/edgar/data/1512077/000119312520196910/d882382d8k.htm,2020-07-22,8k_filing_date_fallback,630476000.0,37,2020-07-06,True,True,True,confirmed,
38984,"Elah Holdings, Inc.",5063,2018-01-17,2018-01-17,0000038984-18-000002,https://www.sec.gov/Archives/edgar/data/38984/000003898418000002/rely-20180110x8k.htm,2018-01-17,8k_filing_date_fallback,628800000.0,80,2017-11-09,True,True,True,confirmed,
1661920,Lonestar Resources US Inc.,1311,2020-10-01,2020-10-01,0001661920-20-000078,https://www.sec.gov/Archives/edgar/data/1661920/000166192020000078/lone-8xkbankruptcyfili.htm,2020-09-30,petition_date_from_8k_text,583980000.0,17,2020-08-14,True,True,False,confirmed,
1529463,"FTS International, Inc.",1389,2020-09-22,2020-09-22,0001104659-20-107423,https://www.sec.gov/Archives/edgar/data/1529463/000110465920107423/tm2031377d2_8k.htm,2020-09-22,8k_filing_date_fallback,517200000.0,11,2020-08-10,True,True,False,confirmed,
1660719,Old API Wind-down Ltd.,2834,2018-08-14,2018-08-14,0001104659-18-052014,https://www.sec.gov/Archives/edgar/data/1660719/000110465918052014/a18-18802_18k.htm,2018-08-14,8k_filing_date_fallback,481178000.0,10,2018-05-08,True,True,False,confirmed,
724571,FREDS INC,5331,2019-09-09,2019-09-09,0001193125-19-240596,https://www.sec.gov/Archives/edgar/data/724571/000119312519240596/d757524d8k.htm,2019-09-09,petition_date_from_8k_text,474774000.0,95,2019-06-18,True,True,False,confirmed,
1606180,"AAC Holdings, Inc.",8093,2020-06-25,2020-06-25,0001193125-20-178925,https://www.sec.gov/Archives/edgar/data/1606180/000119312520178925/d947805d8k.htm,2020-06-25,8k_filing_date_fallback,464354000.0,21,2019-11-13,True,True,False,confirmed,
1009672,CARBO CERAMICS INC,3290,2020-03-30,2020-03-30,0001564590-20-013833,https://www.sec.gov/Archives/edgar/data/1009672/000156459020013833/crr-8k_20200328.htm,2020-03-29,petition_date_from_8k_text,438647000.0,92,2019-11-08,True,True,True,confirmed,
1211351,"RTW Retailwinds, Inc.",5621,2020-07-13,2020-07-13,0001104659-20-083144,https://www.sec.gov/Archives/edgar/data/1211351/000110465920083144/tm2024726-1_8k.htm,2020-07-13,8k_filing_date_fallback,411984000.0,62,2020-06-09,True,True,False,confirmed,
1573166,"Jones Energy, Inc.",1311,2019-04-15,2019-04-15,0001104659-19-021379,https://www.sec.gov/Archives/edgar/data/1573166/000110465919021379/a19-8336_18k.htm,2019-04-14,petition_date_from_8k_text,405575000.0,23,2019-02-28,True,True,False,confirmed,
1579252,"Jason Industries, Inc.",3990,2020-06-24,2020-06-24,0001579252-20-000114,https://www.sec.gov/Archives/edgar/data/1579252/000157925220000114/form8-kx701solicit.htm,2020-06-24,petition_date_from_8k_text,387535000.0,28,2020-06-10,True,True,False,confirmed,
1575360,"GUE Liquidation Companies, Inc.",5960,2019-06-05,2019-06-05,0001104659-19-034045,https://www.sec.gov/Archives/edgar/data/1575360/000110465919034045/a19-11043_18k.htm,2019-06-03,petition_date_from_8k_text,386980000.0,22,2019-03-18,True,True,False,confirmed,
827809,NOVELION THERAPEUTICS INC.,2834,2019-05-21,2019-05-21,0001104659-19-030677,https://www.sec.gov/Archives/edgar/data/827809/000110465919030677/a19-10251_18k.htm,2019-05-21,8k_filing_date_fallback,342120000.0,69,2019-05-07,True,True,False,confirmed,
1431372,Gastar Exploration Inc.,1311,2018-11-01,2018-11-01,0001564590-18-025960,https://www.sec.gov/Archives/edgar/data/1431372/000156459018025960/gst-8k_20181031.htm,2018-10-31,petition_date_from_8k_text,339203000.0,29,2018-08-09,True,True,False,confirmed,
1555177,Emerge Energy Services LP,1400,2019-07-17,2019-07-17,0001104659-19-040605,https://www.sec.gov/Archives/edgar/data/1555177/000110465919040605/a19-12909_18k.htm,2019-07-15,petition_date_from_8k_text,329385000.0,23,2018-11-07,True,True,False,confirmed,
1399935,FHC Holdings Corp,5600,2020-12-04,2020-12-04,0001104659-20-132137,https://www.sec.gov/Archives/edgar/data/1399935/000110465920132137/tm2037462d2_8k.htm,2020-12-03,petition_date_from_8k_text,308448000.0,37,2020-09-15,True,True,False,confirmed,
1013606,ENDOLOGIX INC /DE/,3841,2020-07-09,2020-07-09,0001193125-20-190549,https://www.sec.gov/Archives/edgar/data/1013606/000119312520190549/d11513d8k.htm,2020-07-05,petition_date_from_8k_text,300353000.0,95,2020-05-27,True,True,True,confirmed,
1294250,"Rand Logistics, Inc.",4400,2018-01-30,2018-01-30,0001193805-18-000084,https://www.sec.gov/Archives/edgar/data/1294250/000119380518000084/e617611_8k-rand.htm,2018-01-30,8k_filing_date_fallback,275718000.0,39,2017-11-14,True,True,False,confirmed,
1024126,"PERNIX THERAPEUTICS HOLDINGS, INC.",2834,2019-02-19,2019-02-19,0000950103-19-002066,https://www.sec.gov/Archives/edgar/data/1024126/000095010319002066/dp102387_8k.htm,2019-02-18,petition_date_from_8k_text,274770000.0,84,2018-11-13,True,True,False,confirmed,
