late_filing,auditor_change,delisting,covenant,impairment,material_weakness,going_concern,cik,as_of,label,fold
1,1,1,0,0,0,1,1467761,2024-10-01,0,test
0,1,0,0,0,0,0,1058811,2023-07-01,0,test
1,0,1,0,1,1,1,1819395,2025-01-01,0,test
0,0,0,0,0,0,0,1324948,2025-04-01,0,test
0,0,0,0,0,0,0,1840706,2024-10-01,0,test
0,0,0,0,0,0,0,21535,2023-07-01,0,test
0,0,0,0,0,0,0,716314,2023-10-01,0,test
0,0,0,0,0,0,0,1792781,2025-01-01,0,test
1,0,1,0,0,0,1,1975940,2025-07-01,0,test
0,0,0,0,0,0,0,1732845,2024-01-01,0,test
1,0,1,0,0,1,1,1007019,2024-04-01,0,test
1,0,0,0,0,0,1,1552189,2023-10-01,0,test
1,1,1,0,0,1,1,1861449,2024-07-01,0,test
1,0,1,0,0,1,1,1788841,2025-01-01,0,test
1,1,1,0,0,1,1,862861,2023-07-01,0,test
0,0,0,0,0,0,0,1090009,2024-10-01,0,test
0,0,1,0,0,1,1,1828673,2024-07-01,0,test
0,0,0,0,0,0,0,1792849,2025-01-01,0,test
1,0,1,0,0,0,1,1866226,2025-01-01,0,test
0,0,0,0,0,0,0,1794515,2024-07-01,0,test
0,0,0,0,0,0,0,1661053,2025-01-01,0,test
0,0,0,0,0,0,0,1883685,2025-07-01,0,test
0,0,0,0,0,0,0,1737953,2024-07-01,0,test
0,0,1,0,0,0,0,928658,2024-10-01,0,test
0,0,0,0,0,0,0,1851112,2024-07-01,0,test
1,0,1,0,1,0,0,1464790,2025-04-01,0,test
1,0,0,0,0,0,0,744825,2025-04-01,0,test
0,0,0,0,0,0,0,811641,2025-07-01,0,test
1,0,1,0,0,0,1,1894057,2025-07-01,0,test
1,1,1,0,0,1,0,854800,2024-10-01,0,test
1,0,1,0,0,1,1,1735948,2025-01-01,0,test
1,1,1,0,0,1,0,854800,2024-01-01,0,test
0,0,0,0,0,0,0,1006281,2024-07-01,0,test
0,0,0,0,0,0,0,1326732,2023-07-01,0,test
0,0,0,0,0,0,0,1645873,2025-04-01,0,test
1,0,0,0,0,1,0,1730463,2024-07-01,0,test
0,0,0,0,0,1,0,949157,2024-07-01,0,test
0,1,1,0,0,0,1,1293818,2023-07-01,0,test
0,0,0,0,0,1,0,1948368,2024-04-01,0,test
0,0,0,0,0,0,0,934612,2025-04-01,0,test
